OrderID,Odate,Sdate,City,State,Country,ZIP,Region,ProdID,Category,ProdName,Sales,Quantity,Discount,Profit,Shipping Cost
CA-2014-143378,2014-09-20,2014-09-26,Springfield,Oregon,United States,97477,West,FUR-BO-10001972,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,0.7,-128.2388,5
CA-2012-142139,2012-08-31,2012-09-05,Bedford,Texas,United States,76021,Central,OFF-PA-10003883,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4,0.2,6.812,2.28
CA-2014-145772,2014-06-04,2014-06-08,Los Angeles,California,United States,90036,West,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0,8.5025,7.22
CA-2014-145772,2014-06-04,2014-06-08,Los Angeles,California,United States,90036,West,OFF-BI-10002049,Office Supplies,UniKeep View Case Binders,3.912,1,0.2,1.2714,0.54
CA-2013-124100,2013-04-01,2013-04-07,New York City,New York,United States,10009,East,FUR-CH-10003817,Furniture,"Global Value Steno Chair, Gray",327.996,6,0.1,54.666,19.49
CA-2014-162033,2014-03-27,2014-04-03,Virginia Beach,Virginia,United States,23464,South,TEC-AC-10003116,Technology,Memorex Froggy Flash Drive 8 GB,53.25,3,0,20.7675,3.94
CA-2014-162033,2014-03-27,2014-04-03,Virginia Beach,Virginia,United States,23464,South,OFF-FA-10003021,Office Supplies,Staples,3.76,2,0,1.316,0.33
CA-2014-145737,2014-09-16,2014-09-21,Lebanon,Tennessee,United States,37087,South,OFF-PA-10001033,Office Supplies,Xerox 1893,163.96,5,0.2,59.4355,7.84
CA-2013-148096,2013-08-17,2013-08-20,Los Angeles,California,United States,90045,West,FUR-TA-10004152,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,0.2,12.096,38.72
CA-2012-105613,2012-10-18,2012-10-22,Mcallen,Texas,United States,78501,Central,TEC-AC-10000521,Technology,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.696,3,0.2,3.462,1.74
CA-2012-105613,2012-10-18,2012-10-22,Mcallen,Texas,United States,78501,Central,OFF-AP-10000026,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164,6,0.8,-186.5682,4.5
CA-2011-131247,2011-03-30,2011-04-04,San Francisco,California,United States,94110,West,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098,17.41
US-2012-113593,2012-04-18,2012-04-20,Santa Maria,California,United States,93454,West,OFF-ST-10000532,Office Supplies,Advantus Rolling Drawer Organizers,115.44,3,0,30.0144,37.95
CA-2014-121083,2014-07-10,2014-07-16,Manchester,Connecticut,United States,6040,East,OFF-ST-10002554,Office Supplies,Tennsco Industrial Shelving,195.64,4,0,3.9128,8.73
CA-2014-121083,2014-07-10,2014-07-16,Manchester,Connecticut,United States,6040,East,TEC-PH-10001336,Technology,Digium D40 VoIP phone,257.98,2,0,74.8142,14.08
CA-2014-151190,2014-06-28,2014-07-02,Omaha,Nebraska,United States,68104,Central,OFF-PA-10000575,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07,3,0,9.2322,2.13
CA-2011-133543,2011-12-22,2011-12-26,San Jose,California,United States,95123,West,OFF-AR-10003394,Office Supplies,Newell 332,11.76,4,0,3.1752,1.18
CA-2014-105130,2014-11-22,2014-11-26,San Francisco,California,United States,94122,West,OFF-BI-10001191,Office Supplies,Canvas Sectional Post Binders,40.736,2,0.2,14.7668,2.69
CA-2013-161928,2013-06-28,2013-06-30,San Francisco,California,United States,94109,West,TEC-PH-10003484,Technology,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599,33.25
US-2013-106600,2013-04-09,2013-04-12,Columbus,Georgia,United States,31907,South,FUR-BO-10001608,Furniture,"Hon Metal Bookcases, Black",354.9,5,0,88.725,55.53
CA-2011-111871,2011-03-18,2011-03-21,San Francisco,California,United States,94110,West,FUR-BO-10004218,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49,218.62
CA-2014-151484,2014-04-21,2014-04-24,Philadelphia,Pennsylvania,United States,19120,East,FUR-FU-10001876,Furniture,"Computer Room Manger, 14""",51.968,2,0.2,10.3936,4.73
CA-2014-151484,2014-04-21,2014-04-24,Philadelphia,Pennsylvania,United States,19120,East,OFF-ST-10002370,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3,0.2,5.7753,6.03
CA-2014-151484,2014-04-21,2014-04-24,Philadelphia,Pennsylvania,United States,19120,East,FUR-FU-10004671,Furniture,"Executive Impressions 12"" Wall Clock",42.408,3,0.2,9.5418,5.87
CA-2013-104150,2013-08-04,2013-08-06,Tulsa,Oklahoma,United States,74133,Central,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3,0,38.3238,19.06
CA-2013-161025,2013-12-04,2013-12-10,Los Angeles,California,United States,90049,West,OFF-ST-10001932,Office Supplies,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.1752,53.32
CA-2011-103989,2011-03-19,2011-03-21,Lakeland,Florida,United States,33801,South,TEC-PH-10004667,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3,0.2,28.3479,74.8
CA-2011-103989,2011-03-19,2011-03-21,Lakeland,Florida,United States,33801,South,OFF-ST-10000918,Office Supplies,Crate-A-Files,26.16,3,0.2,1.962,3.94
CA-2011-103989,2011-03-19,2011-03-21,Lakeland,Florida,United States,33801,South,OFF-BI-10001196,Office Supplies,"Avery Flip-Chart Easel Binder, Black",33.57,5,0.7,-25.737,0.94
CA-2011-103989,2011-03-19,2011-03-21,Lakeland,Florida,United States,33801,South,FUR-FU-10002508,Furniture,Document Clip Frames,20.016,3,0.2,5.5044,3.13
CA-2011-103989,2011-03-19,2011-03-21,Lakeland,Florida,United States,33801,South,TEC-AC-10002647,Technology,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,2,0.2,53.2,47.37
CA-2012-132815,2012-09-19,2012-09-22,Los Angeles,California,United States,90008,West,OFF-PA-10004530,Office Supplies,Personal Creations Ink Jet Cards and Labels,22.96,2,0,11.2504,3.62
CA-2011-101266,2011-08-27,2011-08-30,Springfield,Virginia,United States,22153,South,OFF-PA-10002986,Office Supplies,Xerox 1898,13.36,2,0,6.4128,1.39
CA-2013-141523,2013-12-20,2013-12-25,New York City,New York,United States,10035,East,OFF-AR-10001545,Office Supplies,Newell 326,3.52,2,0,1.0208,0.09
US-2011-106299,2011-08-02,2011-08-08,Springfield,Missouri,United States,65807,Central,OFF-BI-10001758,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0,12.549,1.96
US-2011-106299,2011-08-02,2011-08-08,Springfield,Missouri,United States,65807,Central,OFF-ST-10002011,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0,226.3626,103.4
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,FUR-CH-10000309,Furniture,Global Comet Stacking Arm Chair,1690.04,4,0,422.51,126.03
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,OFF-EN-10001453,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96,2,0,57.3212,7.32
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,OFF-PA-10001801,Office Supplies,Xerox 193,23.92,4,0,11.7208,1.37
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,TEC-PH-10000369,Technology,HTC One Mini,629.95,5,0,176.386,35.45
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,TEC-PH-10002538,Technology,Grandstream GXP1160 VoIP phone,113.73,3,0,32.9817,12.25
CA-2012-158421,2012-09-21,2012-09-26,Columbia,South Carolina,United States,29203,South,OFF-ST-10004186,Office Supplies,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,8,0,17.7568,68.78
CA-2013-143609,2013-12-12,2013-12-14,Portland,Oregon,United States,97206,West,FUR-CH-10004218,Furniture,"Global Fabric Manager's Chair, Dark Gray",403.92,5,0.2,25.245,96.72
CA-2012-138954,2012-11-15,2012-11-17,New York City,New York,United States,10035,East,OFF-ST-10003058,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,20.5755,18.94
CA-2012-138954,2012-11-15,2012-11-17,New York City,New York,United States,10035,East,OFF-BI-10003963,Office Supplies,Cardinal Holdit Data Disk Pockets,34.944,6,0.2,11.7936,10.68
CA-2014-157903,2014-04-05,2014-04-09,Des Plaines,Illinois,United States,60016,Central,TEC-PH-10004345,Technology,Cisco SPA 502G IP Phone,383.84,4,0.2,47.98,13.23
CA-2013-157259,2013-12-25,2013-12-29,New York City,New York,United States,10035,East,FUR-FU-10003192,Furniture,Luxo Adjustable Task Clamp Lamp,799.56,9,0,207.8856,54.04
CA-2014-104927,2014-12-23,2014-12-27,Houston,Texas,United States,77095,Central,OFF-PA-10000019,Office Supplies,Xerox 1931,25.92,5,0.2,9.072,2.33
CA-2014-104927,2014-12-23,2014-12-27,Houston,Texas,United States,77095,Central,OFF-BI-10003429,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5,0.8,-9.8115,0.42
CA-2014-113453,2014-10-22,2014-10-29,Philadelphia,Pennsylvania,United States,19143,East,TEC-PH-10004165,Technology,Mitel MiVoice 5330e IP Phone,329.988,2,0.4,-76.9972,18.75
CA-2014-113453,2014-10-22,2014-10-29,Philadelphia,Pennsylvania,United States,19143,East,OFF-ST-10000352,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,71.376,3,0.2,-4.461,8
CA-2012-149909,2012-11-13,2012-11-17,Columbus,Indiana,United States,47201,Central,TEC-PH-10001536,Technology,Spigen Samsung Galaxy S5 Case Wallet,50.97,3,0,13.2522,4.95
CA-2012-149909,2012-11-13,2012-11-17,Columbus,Indiana,United States,47201,Central,OFF-PA-10001790,Office Supplies,Xerox 1910,96.08,2,0,46.1184,6.05
CA-2012-146675,2012-04-16,2012-04-20,Evanston,Illinois,United States,60201,Central,TEC-AC-10004396,Technology,Logitech Keyboard K120,43.56,3,0.2,-4.9005,8.29
CA-2013-118332,2013-12-17,2013-12-24,Apple Valley,California,United States,92307,West,FUR-CH-10001708,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,0.2,7.049,47.09
CA-2014-145660,2014-12-02,2014-12-04,Marion,Ohio,United States,43302,East,FUR-FU-10002885,Furniture,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,0.8
CA-2013-133697,2013-10-21,2013-10-25,Houston,Texas,United States,77095,Central,OFF-PA-10000726,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016,7,0.2,15.9425,4.69
CA-2013-133697,2013-10-21,2013-10-25,Houston,Texas,United States,77095,Central,FUR-CH-10002372,Furniture,Office Star - Ergonomically Designed Knee Chair,56.686,1,0.3,-14.5764,4.94
CA-2014-148138,2014-09-30,2014-10-04,Marion,Ohio,United States,43302,East,OFF-ST-10000563,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,-6.396,8.31
CA-2014-119809,2014-08-19,2014-08-26,Seattle,Washington,United States,98103,West,OFF-ST-10003306,Office Supplies,Letter Size Cart,1000.02,7,0,290.0058,63.2
CA-2014-119809,2014-08-19,2014-08-26,Seattle,Washington,United States,98103,West,FUR-FU-10001475,Furniture,"Contract Clock, 14"", Brown",65.94,3,0,22.4196,3.14
CA-2014-149944,2014-11-13,2014-11-17,Longview,Washington,United States,98632,West,OFF-AP-10004708,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748,2.94
CA-2011-128538,2011-10-11,2011-10-15,Redondo Beach,California,United States,90278,West,OFF-EN-10001219,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,0,3.7436,0.33
CA-2012-161711,2012-11-28,2012-12-03,New York City,New York,United States,10035,East,OFF-EN-10001539,Office Supplies,Staples,62.24,8,0,29.2528,5.93
US-2012-129553,2012-07-27,2012-08-02,Louisville,Kentucky,United States,40214,South,TEC-PH-10004897,Technology,Mediabridge Sport Armband iPhone 5s,29.97,3,0,0.2997,1.9
CA-2013-160220,2013-10-21,2013-10-27,Trenton,Michigan,United States,48183,Central,TEC-PH-10001557,Technology,Pyle PMP37LED,191.98,2,0,51.8346,11.93
CA-2013-160220,2013-10-21,2013-10-27,Trenton,Michigan,United States,48183,Central,OFF-ST-10000617,Office Supplies,Woodgrain Magazine Files by Perma,20.86,7,0,1.4602,1.22
CA-2014-140627,2014-12-24,2014-12-28,Hendersonville,Tennessee,United States,37075,South,FUR-FU-10000087,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,11.72
CA-2014-140627,2014-12-24,2014-12-28,Hendersonville,Tennessee,United States,37075,South,OFF-AR-10000422,Office Supplies,Pencil and Crayon Sharpener,12.264,7,0.2,1.0731,1.5
CA-2012-133445,2012-10-05,2012-10-09,Portland,Oregon,United States,97206,West,FUR-BO-10003660,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.7,-103.8606,9.46
CA-2012-133445,2012-10-05,2012-10-09,Portland,Oregon,United States,97206,West,FUR-CH-10000422,Furniture,Global Highback Leather Tilter in Burgundy,291.168,4,0.2,-14.5584,17.42
CA-2013-148208,2013-01-22,2013-01-27,Cleveland,Ohio,United States,44105,East,TEC-PH-10004093,Technology,Panasonic Kx-TS550,110.376,4,0.4,-20.2356,18.78
CA-2013-148208,2013-01-22,2013-01-27,Cleveland,Ohio,United States,44105,East,TEC-AC-10000171,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,0.2,15.8631,6.54
US-2014-142188,2014-09-12,2014-09-12,Seattle,Washington,United States,98105,West,FUR-CH-10003199,Furniture,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784,31.94
US-2014-142188,2014-09-12,2014-09-12,Seattle,Washington,United States,98105,West,OFF-PA-10002005,Office Supplies,Xerox 225,19.44,3,0,9.3312,5.21
US-2014-142188,2014-09-12,2014-09-12,Seattle,Washington,United States,98105,West,OFF-BI-10004600,Office Supplies,Ibico Ibimaster 300 Manual Binding System,1471.96,5,0.2,459.9875,163.36
US-2014-142188,2014-09-12,2014-09-12,Seattle,Washington,United States,98105,West,TEC-PH-10000127,Technology,iOttie XL Car Mount,79.96,5,0.2,-17.991,13.3
US-2013-155180,2013-01-22,2013-01-29,New York City,New York,United States,10009,East,OFF-BI-10004506,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,0.2,9.2176,2.66
CA-2012-134075,2012-12-12,2012-12-16,San Jose,California,United States,95123,West,FUR-FU-10004597,Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,0,21.645,5.13
US-2013-131912,2013-10-30,2013-11-02,Los Angeles,California,United States,90008,West,OFF-BI-10004236,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,1,0.2,3.8168,2.67
CA-2014-141572,2014-05-29,2014-06-01,Concord,New Hampshire,United States,3301,East,FUR-FU-10001185,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,0,101.4504,20.57
CA-2013-165561,2013-11-25,2013-11-29,Bellevue,Washington,United States,98006,West,OFF-SU-10004782,Office Supplies,"Elite 5"" Scissors",25.35,3,0,7.605,1.08
CA-2012-112305,2012-11-20,2012-11-25,Seattle,Washington,United States,98105,West,OFF-AR-10002067,Office Supplies,Newell 334,119.04,6,0,30.9504,19.79
CA-2012-112305,2012-11-20,2012-11-25,Seattle,Washington,United States,98105,West,TEC-AC-10002018,Technology,AmazonBasics 3-Button USB Wired Mouse,13.98,2,0,6.0114,1.08
CA-2014-121580,2014-05-30,2014-06-05,Columbus,Indiana,United States,47201,Central,OFF-BI-10000632,Office Supplies,Satellite Sectional Post Binders,43.41,1,0,19.9686,4.97
CA-2014-121580,2014-05-30,2014-06-05,Columbus,Indiana,United States,47201,Central,OFF-AP-10001564,Office Supplies,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,0,120.9416,16.68
CA-2014-121580,2014-05-30,2014-06-05,Columbus,Indiana,United States,47201,Central,OFF-PA-10004082,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1,0,3.99,0.99
CA-2011-165806,2011-04-07,2011-04-07,Marietta,Georgia,United States,30062,South,OFF-PA-10003441,Office Supplies,Xerox 226,58.32,9,0,27.9936,6.75
CA-2011-165806,2011-04-07,2011-04-07,Marietta,Georgia,United States,30062,South,TEC-PH-10004922,Technology,RCA Visys Integrated PBX 8-Line Router,200.97,3,0,50.2425,5.37
CA-2014-139444,2014-09-10,2014-09-16,Plano,Texas,United States,75023,Central,OFF-LA-10000134,Office Supplies,Avery 511,9.856,4,0.2,3.4496,0.34
CA-2012-133977,2012-09-06,2012-09-08,Tamarac,Florida,United States,33319,South,OFF-BI-10003166,Office Supplies,GBC Plasticlear Binding Covers,3.444,1,0.7,-2.5256,0.85
CA-2012-133536,2012-03-28,2012-03-30,New York City,New York,United States,10009,East,OFF-EN-10004459,Office Supplies,Security-Tint Envelopes,22.92,3,0,11.2308,3.51
CA-2012-150441,2012-08-13,2012-08-17,Richmond,Indiana,United States,47374,Central,OFF-BI-10003529,Office Supplies,Avery Round Ring Poly Binders,11.36,4,0,5.5664,1.23
CA-2014-103506,2014-07-24,2014-07-28,Long Beach,New York,United States,11561,East,OFF-LA-10001158,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4,0,19.872,3.6
CA-2013-132479,2013-09-25,2013-09-27,Rockford,Illinois,United States,61107,Central,OFF-BI-10004584,Office Supplies,GBC ProClick 150 Presentation Binding System,442.372,7,0.8,-729.9138,169.09
US-2013-115952,2013-10-07,2013-10-07,Tulsa,Oklahoma,United States,74133,Central,OFF-BI-10004654,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,0,14.425,1.07
CA-2011-146731,2011-11-03,2011-11-08,Nashville,Tennessee,United States,37211,South,OFF-PA-10000141,Office Supplies,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2,0.2,1.1772,0.16
CA-2012-115392,2012-10-01,2012-10-04,Cambridge,Massachusetts,United States,2138,East,TEC-PH-10002496,Technology,Cisco SPA301,311.98,2,0,93.594,17.74
CA-2012-115392,2012-10-01,2012-10-04,Cambridge,Massachusetts,United States,2138,East,OFF-BI-10000829,Office Supplies,Avery Non-Stick Binders,22.45,5,0,10.327,1.35
CA-2014-102379,2014-12-03,2014-12-07,Oakland,California,United States,94601,West,FUR-CH-10004983,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9,0.2,43.4646,217.38
CA-2014-102379,2014-12-03,2014-12-07,Oakland,California,United States,94601,West,OFF-AR-10004022,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,0,44.975,21.53
US-2013-139087,2013-07-18,2013-07-23,Seattle,Washington,United States,98105,West,FUR-FU-10001847,Furniture,Eldon Image Series Black Desk Accessories,12.42,3,0,4.4712,0.91
US-2013-139087,2013-07-18,2013-07-23,Seattle,Washington,United States,98105,West,TEC-AC-10004595,Technology,First Data TMFD35 PIN Pad,428.4,3,0,89.964,42.61
US-2013-139087,2013-07-18,2013-07-23,Seattle,Washington,United States,98105,West,OFF-LA-10001074,Office Supplies,Round Specialty Laser Printer Labels,87.71,7,0,41.2237,5.04
US-2013-139087,2013-07-18,2013-07-23,Seattle,Washington,United States,98105,West,OFF-ST-10000604,Office Supplies,Home/Office Personal File Carts,69.52,2,0,17.38,5.3
US-2013-139087,2013-07-18,2013-07-23,Seattle,Washington,United States,98105,West,OFF-BI-10000042,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,0.2,4.1652,1.06
CA-2014-152226,2014-05-13,2014-05-17,Cincinnati,Ohio,United States,45231,East,OFF-LA-10000443,Office Supplies,Avery 501,5.904,2,0.2,1.9926,1.4
CA-2012-116484,2012-11-20,2012-11-26,Marion,Ohio,United States,43302,East,OFF-ST-10003994,Office Supplies,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,3,0.2,-26.541,10.81
CA-2013-100944,2013-09-25,2013-09-29,Los Angeles,California,United States,90049,West,OFF-EN-10001453,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5,0,143.303,14.71
CA-2013-125080,2013-10-22,2013-10-27,Lakewood,Ohio,United States,44107,East,FUR-TA-10003238,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,-231.4116,65.79
CA-2013-121020,2013-10-25,2013-11-01,Lebanon,Tennessee,United States,37087,South,TEC-PH-10001061,Technology,Apple iPhone 5C,239.976,3,0.2,17.9982,28.22
CA-2011-100090,2011-07-08,2011-07-12,San Francisco,California,United States,94122,West,OFF-BI-10001597,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,0.2,68.8464,12.97
US-2012-139675,2012-03-13,2012-03-18,Chico,California,United States,95928,West,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528,83.04
CA-2014-143756,2014-12-03,2014-12-06,Salem,Virginia,United States,24153,South,FUR-CH-10001854,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0,168.4704,8.51
CA-2012-151253,2012-04-22,2012-04-26,Los Angeles,California,United States,90008,West,TEC-PH-10002923,Technology,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,6.04
CA-2011-141152,2011-09-16,2011-09-19,New York City,New York,United States,10024,East,OFF-BI-10002931,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1,0.2,12.582,6.89
CA-2011-141313,2011-12-28,2012-01-01,Beverly,Massachusetts,United States,1915,East,OFF-AP-10002651,Office Supplies,Hoover Upright Vacuum With Dirt Cup,1737.18,6,0,503.7822,131.71
CA-2011-141313,2011-12-28,2012-01-01,Beverly,Massachusetts,United States,1915,East,OFF-PA-10003302,Office Supplies,Xerox 1906,141.76,4,0,66.6272,11.34
CA-2011-169852,2011-10-21,2011-10-26,San Diego,California,United States,92024,West,OFF-BI-10001460,Office Supplies,Plastic Binding Combs,36.36,3,0.2,12.2715,1.05
US-2011-161305,2011-06-06,2011-06-12,Chicago,Illinois,United States,60623,Central,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,3,0.8,-38.1114,2.04
US-2011-161305,2011-06-06,2011-06-12,Chicago,Illinois,United States,60623,Central,OFF-EN-10000461,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,2,0.2,4.7196,1.19
CA-2014-162712,2014-06-19,2014-06-21,Corpus Christi,Texas,United States,78415,Central,OFF-PA-10000167,Office Supplies,Xerox 1925,74.352,3,0.2,23.235,10.98
CA-2014-107552,2014-05-06,2014-05-06,New York City,New York,United States,10035,East,OFF-PA-10002947,Office Supplies,Xerox 1923,6.68,1,0,3.2064,0.36
CA-2013-163328,2013-11-05,2013-11-07,Eugene,Oregon,United States,97405,West,FUR-CH-10003298,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,-14.4078,2.92
CA-2013-163328,2013-11-05,2013-11-07,Eugene,Oregon,United States,97405,West,OFF-PA-10004353,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,0.2,16.7832,4.27
CA-2013-163328,2013-11-05,2013-11-07,Eugene,Oregon,United States,97405,West,OFF-LA-10003930,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,0.2,228.0792,48.65
CA-2013-163328,2013-11-05,2013-11-07,Eugene,Oregon,United States,97405,West,OFF-PA-10000176,Office Supplies,Xerox 1887,15.176,1,0.2,5.3116,1.24
CA-2014-120019,2014-02-17,2014-02-22,Fairfield,Connecticut,United States,6824,East,OFF-ST-10001932,Office Supplies,Fellowes Staxonsteel Drawer Files,579.51,3,0,81.1314,40.65
CA-2014-120019,2014-02-17,2014-02-22,Fairfield,Connecticut,United States,6824,East,TEC-PH-10000923,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,1,0,7.3451,0.98
CA-2011-100762,2011-11-24,2011-11-29,Jackson,Michigan,United States,49201,Central,OFF-LA-10003930,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438,5.01
CA-2011-100762,2011-11-24,2011-11-29,Jackson,Michigan,United States,49201,Central,OFF-PA-10001815,Office Supplies,Xerox 1885,144.12,3,0,69.1776,11.93
CA-2014-161459,2014-11-26,2014-11-30,Laguna Niguel,California,United States,92677,West,TEC-PH-10004071,Technology,PayAnywhere Card Reader,39.96,5,0.2,3.4965,3.06
CA-2014-161459,2014-11-26,2014-11-30,Laguna Niguel,California,United States,92677,West,OFF-PA-10002377,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0,15.336,2.62
CA-2011-123316,2011-10-13,2011-10-17,Mount Vernon,New York,United States,10550,East,OFF-BI-10002764,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,0.71
CA-2011-141299,2011-06-03,2011-06-07,Midland,Michigan,United States,48640,Central,OFF-EN-10004459,Office Supplies,Security-Tint Envelopes,15.28,2,0,7.4872,2.25
CA-2012-110289,2012-10-29,2012-11-02,San Francisco,California,United States,94109,West,OFF-PA-10002986,Office Supplies,Xerox 1898,33.4,5,0,16.032,2.04
CA-2012-110289,2012-10-29,2012-11-02,San Francisco,California,United States,94109,West,OFF-EN-10001434,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",210.84,4,0,103.3116,18.58
CA-2011-167927,2011-01-21,2011-01-27,Westland,Michigan,United States,48185,Central,FUR-FU-10002918,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0,30.0234,20.68
CA-2011-167927,2011-01-21,2011-01-27,Westland,Michigan,United States,48185,Central,OFF-BI-10000605,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0,8.9535,1.21
CA-2011-167927,2011-01-21,2011-01-27,Westland,Michigan,United States,48185,Central,OFF-ST-10003123,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0,15.9792,8.4
CA-2011-167927,2011-01-21,2011-01-27,Westland,Michigan,United States,48185,Central,OFF-AR-10004456,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0,12.7368,4.88
CA-2011-167927,2011-01-21,2011-01-27,Westland,Michigan,United States,48185,Central,OFF-BI-10004364,Office Supplies,Storex Dura Pro Binders,29.7,5,0,13.365,1.98
CA-2011-133305,2011-07-11,2011-07-15,New York City,New York,United States,10011,East,OFF-PA-10001970,Office Supplies,Xerox 1881,49.12,4,0,23.0864,3.16
